;K;Trefferquote;Genauigkeit
0;1.0;0.03766114937432247;0.4669239250275634
1;2.0;0.060568685920583815;0.4051819184123484
2;3.0;0.07908520535238642;0.3691657478868063
3;4.0;0.09436459244039688;0.3428886438809261
4;5.0;0.10725375606501848;0.32216097023153256
5;6.0;0.11734931866141378;0.3037486218302095
6;7.0;0.12843044832374284;0.29138446999527484
7;8.0;0.13788503991808765;0.27983737596471886
8;9.0;0.14761171138754187;0.2704887908857038
9;10.0;0.1555445476073778;0.2619073869900772
10;15.0;0.1937080284080641;0.23068724733553841
11;20.0;0.22445670758507147;0.2086824696802646
12;25.0;0.24868992384637575;0.19115766262403527
13;30.0;0.2709471653427808;0.17679162072767365
14;35.0;0.2885804499960279;0.16482910694597572
15;40.0;0.3071145807358974;0.15545755237045203
16;45.0;0.32358006195023864;0.14755604557148105
17;50.0;0.3392582465349726;0.14060639470782801
18;60.0;0.3654745088202909;0.12933664094083058
19;70.0;0.3885138078754298;0.11992439754292014
20;80.0;0.41093002142815116;0.11260336273428888
21;90.0;0.4314519771309586;0.1063947078280044
22;100.0;0.44999545378048794;0.10113009922822491
23;200.0;0.5775168931775253;0.06923373759647188
24;300.0;0.6556575756730133;0.05397831679529585
25;400.0;0.7156529128632336;0.04479189636163175
26;500.0;0.7595884209886274;0.03842116868798236
27;600.0;0.7989408860740727;0.03383223079750092
28;700.0;0.8329844673576021;0.030292171995589857
29;800.0;0.8608617144725185;0.027456587651598675
30;900.0;0.887568670886474;0.025125566580913878
31;1000.0;0.9095308751540693;0.023165380374862186
32;1100.0;0.9292561792131969;0.021491931442317327
33;1200.0;0.9445809685635177;0.020021131936787943
34;1300.0;0.9587100878300794;0.018715545755237047
35;1400.0;0.971536087746364;0.01757560245707986
36;1500.0;0.983090438773243;0.016553105475927966
37;1600.0;0.9895104764766597;0.015606394707828005
38;1700.0;0.9950358250086669;0.014767818924703288
39;1800.0;0.9988880339814253;0.013992098493201028
