;K;Trefferquote;Genauigkeit
0;1.0;0.030883258721742548;0.3947078280044101
1;2.0;0.05190089311398932;0.35970231532524805
2;3.0;0.06782021576118963;0.32782065417126055
3;4.0;0.08114491906838373;0.30636714443219404
4;5.0;0.09185436807905445;0.28754134509371554
5;6.0;0.10139472652978256;0.2725101065784638
6;7.0;0.10956849246527667;0.2604347141282091
7;8.0;0.11763311675498062;0.25020672546857775
8;9.0;0.12454679012247151;0.24035281146637266
9;10.0;0.1313862619916805;0.23202866593164279
10;15.0;0.15920984558323012;0.1996324880558618
11;20.0;0.18641536674283368;0.18007166482910694
12;25.0;0.2090711088804709;0.16582138919514886
13;30.0;0.22676703336958476;0.1541345093715546
14;35.0;0.24203784832612835;0.1441801858560403
15;40.0;0.25781898160332484;0.13574972436604188
16;45.0;0.2717481305924312;0.1292294499571236
17;50.0;0.28620030068550945;0.12335170893054023
18;60.0;0.31146014532845795;0.11366225652333702
19;70.0;0.333554339313224;0.1055678059536935
20;80.0;0.3506045013941657;0.09862872105843441
21;90.0;0.3684411545084847;0.09285189268651231
22;100.0;0.3833366957213834;0.08774531422271224
23;200.0;0.5015290745846281;0.05870176405733186
24;300.0;0.5829381605792773;0.04602352076442484
25;400.0;0.6461017881457859;0.0386742006615215
26;500.0;0.6994268352041974;0.033683572216097024
27;600.0;0.7433775484986406;0.03004777655273796
28;700.0;0.7800429486778474;0.027244447944558197
29;800.0;0.8122959854992342;0.024993109151047403
30;900.0;0.8410374424187814;0.023167952958471152
31;1000.0;0.8652127831646779;0.02162183020948181
32;1100.0;0.889873399989595;0.02031422271223815
33;1200.0;0.911737945356488;0.019161613377434765
34;1300.0;0.9294304085297874;0.018107878890679333
35;1400.0;0.9479328246955508;0.017202709088045363
36;1500.0;0.9639398346201896;0.016337375964718855
37;1600.0;0.9770558844633039;0.015493729327453144
38;1700.0;0.9884163756378231;0.014717880536999807
39;1800.0;0.9971230333033952;0.013983216954551023
